trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,delayed,transport_type_encoded,weather_condition_encoded,event_type_encoded,season_encoded
T00016,2023-01-01,09:00:00,Metro,Route_10,Station_44,Station_43,09:03:00,09:20:00,0.8539136092189865,1.60910669162685,-1.6922632165609997,-1.60917570303109,1.3151735945198406,-1.3253971761233152,-0.4225375913686669,1.2921974944263472,0,0,6,1,1,5,1,0
T00017,2023-01-01,09:15:00,Metro,Route_16,Station_29,Station_17,09:18:00,10:13:00,1.6761703345141106,1.2765091943910398,1.043749727957038,-0.3302563327673393,-0.13328737876133365,-0.6506482645511446,-0.4225375913686669,1.155297664526321,0,0,6,1,1,2,1,0
T00018,2023-01-01,09:30:00,Metro,Route_7,Station_28,Station_32,09:31:00,10:10:00,0.03165688392386241,-0.8299416214357587,1.5491279151610065,1.4897443095310754,-1.0023639627300382,-1.584915988266458,-0.29091106861062266,-0.5217252517489999,0,1,6,1,1,0,1,0
T00019,2023-01-01,09:45:00,Tram,Route_17,Station_11,Station_4,09:48:00,10:05:00,0.1961082289828872,0.3895825350955457,-1.639982714436451,1.3913658964338638,-0.07534893983008666,-1.1869871429803058,-0.4225375913686669,0.23122381270114425,0,0,6,1,3,0,1,0
T00020,2023-01-01,10:00:00,Train,Route_7,Station_1,Station_4,10:00:00,10:34:00,0.03165688392386241,-0.16474662696413808,-1.5964156293326606,-0.3794455393159451,-1.292056157386273,0.7161508127360733,-0.4225375913686669,-1.0693245713491046,0,0,6,1,2,0,0,0
T00021,2023-01-01,10:15:00,Bus,Route_14,Station_43,Station_17,10:18:00,10:38:00,1.1828162993370361,0.16785087027167217,-0.5508055868416909,0.014068113072901326,-1.1182408405925321,-0.44303321483663044,-0.4225375913686669,-1.2062244012491308,0,0,6,1,0,0,1,0
T00022,2023-01-01,10:30:00,Train,Route_15,Station_19,Station_41,10:31:00,11:09:00,0.360559574041912,1.2765091943910398,-1.4482875399797732,-1.4616080833852727,0.9675429609323588,-0.14891189440773547,-0.4225375913686669,1.394872366851367,0,0,6,1,2,1,1,0
T00023,2023-01-01,10:45:00,Metro,Route_7,Station_9,Station_19,10:48:00,11:14:00,-0.7905998413712617,0.05698503785973542,-0.0802810677207546,-1.2156620506422438,0.8516660830698649,-1.1696858888374297,-0.38963096067915587,0.16277389775113116,0,1,6,1,1,4,1,0
T00024,2023-01-01,11:00:00,Metro,Route_9,Station_27,Station_5,11:04:00,11:42:00,0.1961082289828872,-0.16474662696413808,0.7823472173342956,0.11244652617011293,-0.7126717680738034,0.6469457961645685,-0.4225375913686669,1.4290973243263734,0,0,6,1,1,4,1,0
T00025,2023-01-01,11:15:00,Train,Route_19,Station_34,Station_32,11:17:00,12:08:00,-0.9550511864302865,-1.4951366159073791,0.22468852800577824,-0.08431030002431028,1.1413582777260998,0.8891633541648349,-0.4225375913686669,-0.04257584709890814,0,0,6,0,2,1,1,0
T00026,2023-01-01,11:30:00,Train,Route_16,Station_44,Station_22,11:30:00,12:22:00,1.1828162993370361,-1.4951366159073791,-1.0648971910664178,1.538933516079681,-0.3071026955550746,-1.0831796181230489,-0.4225375913686669,1.3264224519013539,1,0,6,0,2,0,1,0
T00027,2023-01-01,11:45:00,Train,Route_8,Station_4,Station_6,11:49:00,12:38:00,1.1828162993370361,-0.27561245937607487,0.529658123732311,0.5059601785589594,1.0834198387948528,-1.5503134799807055,0.23559502242155453,0.5050234725011966,0,0,6,1,2,5,1,0
T00028,2023-01-01,12:00:00,Metro,Route_18,Station_36,Station_35,12:04:00,12:58:00,-1.283953876548336,1.165643361979103,0.634219127981408,-0.3302563327673393,-0.4809180123488155,-1.4292047009805724,2.8681254775824403,0.778823132301249,0,0,6,1,1,2,1,0
T00029,2023-01-01,12:15:00,Metro,Route_18,Station_18,Station_22,12:16:00,12:44:00,1.1828162993370361,-1.4951366159073791,1.496847413036458,1.1946090702394405,0.8516660830698649,0.5604395254501876,-0.4225375913686669,-1.3088992736741505,0,1,6,0,1,4,4,0
T00030,2023-01-01,12:30:00,Bus,Route_20,Station_15,Station_1,12:32:00,13:09:00,-0.46169715125321203,-1.3842707834954424,-1.2391655314815793,0.8994738309478058,0.2722816937573952,-1.2388909054089343,-0.4225375913686669,-1.2404493587241374,0,0,6,0,0,3,1,0
T00031,2023-01-01,12:45:00,Bus,Route_7,Station_13,Station_20,12:47:00,13:05:00,0.6894622641599617,0.5004483675074825,0.6603593790436822,1.6373119291768927,-0.07534893983008666,0.006799392878150164,-0.4225375913686669,0.7445981748262425,0,1,6,1,0,2,4,0
T00032,2023-01-01,13:00:00,Metro,Route_3,Station_19,Station_22,13:00:00,13:32:00,-1.283953876548336,-0.4973441241999484,1.4271400768703935,-1.3140404637394554,-0.5388564512800624,-1.1696858888374297,-0.4225375913686669,-0.8297498690240588,0,0,6,1,1,3,0,0
T00033,2023-01-01,13:15:00,Train,Route_18,Station_49,Station_48,13:16:00,13:35:00,-0.9550511864302865,-1.4951366159073791,-0.0018603145339318487,-1.2648512571908495,1.4889889113135817,-1.1177821264088013,-0.29091106861062266,-1.480024061049183,0,1,6,0,2,3,4,0
T00034,2023-01-01,13:30:00,Train,Route_10,Station_6,Station_11,13:30:00,13:54:00,-0.6261484963122369,-0.16474662696413808,-0.48981166769638435,1.588122722628287,-1.3499945963175202,-1.688723513123715,-0.4225375913686669,0.6419233024012229,0,0,6,1,2,0,1,0
T00035,2023-01-01,13:45:00,Bus,Route_7,Station_48,Station_13,13:48:00,14:20:00,0.6894622641599617,0.5004483675074825,-1.1607447782947566,1.096230657142229,-1.0603024016612852,-0.598744502122516,-0.4225375913686669,1.6686720266514192,0,0,6,1,0,3,1,0
T00036,2023-01-01,14:00:00,Metro,Route_17,Station_12,Station_42,14:04:00,14:34:00,-1.1195025314893112,1.60910669162685,1.270298570496748,0.8010954178505941,0.33022013268864214,-1.3946021926948198,-0.4225375913686669,-0.04257584709890814,0,1,6,1,1,0,1,0
T00037,2023-01-01,14:15:00,Bus,Route_14,Station_37,Station_3,14:15:00,15:02:00,1.5117189894550858,-0.16474662696413808,-0.37653724642652925,-0.08431030002431028,-0.36504113448632153,-0.3392256899793733,2.8681254775824403,1.2579725369513406,0,0,6,1,0,1,0,0
T00038,2023-01-01,14:30:00,Bus,Route_3,Station_17,Station_9,14:34:00,15:20:00,1.6761703345141106,-0.27561245937607487,1.4707071619741838,-0.035121093475704475,0.09846637696365426,0.37012572987854975,0.23559502242155453,0.5392484299762031,0,0,6,1,0,5,3,0
T00039,2023-01-01,14:45:00,Tram,Route_12,Station_23,Station_12,14:46:00,15:27:00,-0.2972458061941872,-0.6082099566118851,1.2005912343306833,-0.13349950657291607,-0.1912258176925806,-0.4257319606937542,-0.29091106861062266,-0.8639748264990653,0,1,6,1,3,3,1,0
T00040,2023-01-01,15:00:00,Tram,Route_13,Station_26,Station_23,15:03:00,15:36:00,0.1961082289828872,-1.4951366159073791,-0.4375311655718359,-0.18268871312152188,0.09846637696365426,0.7334520668789494,-0.4225375913686669,-0.5217252517489999,0,0,6,0,3,5,3,0
T00041,2023-01-01,15:15:00,Tram,Route_2,Station_29,Station_14,15:16:00,16:08:00,0.360559574041912,-0.053880794552201336,0.2508287790680525,0.9486630374964116,1.6628042281073225,0.8545608458790828,-0.4225375913686669,-1.035099613874098,0,0,6,1,3,0,1,0
T00042,2023-01-01,15:30:00,Train,Route_3,Station_33,Station_33,15:33:00,16:02:00,-0.7905998413712617,1.165643361979103,-1.6574095484779672,-1.363229670288061,0.09846637696365426,0.6988495585931971,0.23559502242155453,0.8814980047262686,0,1,6,1,2,3,1,0
T00043,2023-01-01,15:45:00,Metro,Route_5,Station_27,Station_18,15:48:00,16:18:00,1.347267644396061,-1.162539118671569,-0.8383483485267076,0.5059601785589594,0.09846637696365426,1.5293097574512533,-0.4225375913686669,0.025874067851104958,0,1,6,0,1,2,1,0
T00044,2023-01-01,16:00:00,Metro,Route_11,Station_25,Station_49,16:04:00,16:30:00,-0.9550511864302865,-0.9408074538476954,0.7213532981889887,-1.0680944309964262,-0.24916425662382757,-0.8928658225514109,-0.38963096067915587,-1.3773491886241636,0,1,6,0,1,1,2,0
T00045,2023-01-01,16:15:00,Metro,Route_8,Station_10,Station_41,16:16:00,17:02:00,-0.7905998413712617,0.5004483675074825,0.608078876919134,-1.363229670288061,-1.1182408405925321,-1.0485771098372965,-0.4225375913686669,-1.480024061049183,0,0,6,1,1,4,1,0
T00046,2023-01-01,16:30:00,Metro,Route_12,Station_47,Station_9,16:31:00,17:21:00,-1.1195025314893112,0.9439116971552295,-0.5246653357794168,0.8994738309478058,0.9096045220011119,0.404728238164302,-0.4225375913686669,0.1969988552261377,0,0,6,1,1,1,1,0
T00047,2023-01-01,16:45:00,Tram,Route_7,Station_23,Station_23,16:45:00,17:39:00,1.5117189894550858,-0.6082099566118851,1.061176561998554,-0.7237699851561857,-0.7126717680738034,0.35282447573567366,-0.4225375913686669,-0.17947567699893432,0,1,6,1,3,3,2,0
T00048,2023-01-01,17:00:00,Train,Route_15,Station_21,Station_10,17:01:00,17:50:00,1.0183649542780113,-1.162539118671569,-0.9341959357550464,-1.0680944309964262,0.5040354494823831,0.0587031553067785,0.23559502242155453,0.9157229622012752,0,0,6,0,2,1,4,0
T00049,2023-01-01,17:15:00,Train,Route_17,Station_21,Station_19,17:15:00,17:51:00,0.03165688392386241,-0.27561245937607487,-0.1412749868660611,-1.658364909579696,-1.465871474180014,-1.688723513123715,-0.4225375913686669,1.5659971542263995,0,1,6,1,2,4,3,0
T00050,2023-01-01,17:30:00,Tram,Route_4,Station_43,Station_47,17:32:00,17:58:00,-0.9550511864302865,0.3895825350955457,-0.10642131878302875,1.2437982767880464,-0.8285486459362973,0.21441444259266412,-0.29091106861062266,-1.6853738058992225,0,0,6,1,3,2,1,0
T00051,2023-01-01,17:45:00,Train,Route_13,Station_13,Station_5,17:47:00,18:14:00,-1.4484052216073608,-0.38647829178801163,-0.5682324208832071,-0.9205268113506089,-1.1182408405925321,1.5293097574512533,0.23559502242155453,0.43657355755118354,0,0,6,1,2,5,1,0
T00052,2023-01-01,18:00:00,Tram,Route_18,Station_37,Station_47,18:02:00,18:27:00,-1.283953876548336,-1.4951366159073791,1.575268166223281,0.604338591656171,1.3731120334510876,-0.5468407396938875,2.8681254775824403,0.025874067851104958,0,0,6,0,3,2,1,0
T00053,2023-01-01,18:15:00,Metro,Route_1,Station_33,Station_23,18:16:00,18:55:00,1.1828162993370361,-1.051673286259632,0.6777862130851984,-1.363229670288061,0.2722816937573952,1.6504185364513864,-0.4225375913686669,0.4707985150261901,0,1,6,0,1,1,4,0
T00054,2023-01-01,18:30:00,Tram,Route_16,Station_24,Station_30,18:31:00,19:02:00,0.03165688392386241,-1.2734049510835057,0.12884094077743952,0.9978522440450174,1.0254813998636059,-0.47763572312238284,-0.4225375913686669,-1.3773491886241636,0,0,6,0,3,4,0,0
T00055,2023-01-01,18:45:00,Metro,Route_13,Station_44,Station_25,18:45:00,19:09:00,0.5250109191009369,1.7199725240387869,0.024279936528342455,-0.9205268113506089,-1.1182408405925321,-1.2215896512660582,2.8681254775824403,-1.5484739759991963,0,1,6,1,1,5,0,0
T00056,2023-01-01,19:00:00,Metro,Route_10,Station_11,Station_28,19:03:00,19:25:00,-1.4484052216073608,-1.2734049510835057,-1.195598446377789,1.6373119291768927,0.677850766276124,-0.3219244358364972,-0.4225375913686669,1.531772196751393,0,1,6,0,1,4,4,0
T00057,2023-01-01,19:15:00,Bus,Route_12,Station_17,Station_34,19:15:00,20:04:00,1.347267644396061,0.9439116971552295,-0.454957999613352,-1.1664728440936378,-0.4229795734175685,0.006799392878150164,-0.4225375913686669,0.9499479196762818,0,1,6,1,0,2,1,0
T00058,2023-01-01,19:30:00,Tram,Route_2,Station_4,Station_45,19:32:00,20:20:00,-0.6261484963122369,-0.38647829178801163,0.5906520428776175,0.11244652617011293,1.4310504723823347,0.4739332547358067,-0.4225375913686669,0.8472730472512621,0,1,6,1,3,0,0,0
T00059,2023-01-01,19:45:00,Bus,Route_3,Station_47,Station_48,19:45:00,20:21:00,-0.1327944611351624,-1.051673286259632,1.4707071619741838,-0.8713376048020031,0.21434325482614822,0.04140190116390239,-0.4225375913686669,0.43657355755118354,0,1,6,0,0,0,1,0
T00060,2023-01-01,20:00:00,Tram,Route_10,Station_25,Station_47,20:03:00,20:30:00,0.6894622641599617,-0.4973441241999484,1.0960302300815863,-0.47782395241315667,1.0254813998636059,0.14520942602115938,-0.4225375913686669,1.4290973243263734,0,1,6,1,3,5,1,0
T00061,2023-01-01,20:15:00,Tram,Route_2,Station_30,Station_25,20:16:00,20:54:00,-0.46169715125321203,-0.4973441241999484,-0.7076470932153364,0.06325731962150713,-0.7706102070050503,-1.6195184965522103,-0.38963096067915587,0.1285489402761246,0,0,6,1,3,5,1,0
T00062,2023-01-01,20:30:00,Bus,Route_13,Station_9,Station_10,20:30:00,20:58:00,-1.4484052216073608,1.165643361979103,-0.23712257409439996,1.6865011357254986,-1.176179279523779,-0.8236608059799063,-0.38963096067915587,-0.24792559194894742,0,0,6,1,0,5,4,0
T00063,2023-01-01,20:45:00,Bus,Route_13,Station_21,Station_14,20:47:00,21:06:00,-1.1195025314893112,0.05698503785973542,-1.4657143740212895,0.26001414581593035,-0.7126717680738034,-0.6333470104082684,-0.4225375913686669,1.1895226220013275,0,0,6,1,0,0,1,0
T00064,2023-01-01,21:00:00,Tram,Route_18,Station_20,Station_42,21:02:00,21:56:00,1.347267644396061,0.16785087027167217,-1.3960070378552247,0.3092033523645361,0.793727644138618,1.702322298880015,0.23559502242155453,-1.2746743161991438,1,0,6,1,3,2,1,0
T00065,2023-01-01,21:15:00,Train,Route_3,Station_19,Station_46,21:16:00,21:35:00,0.360559574041912,1.60910669162685,-0.1151347358037868,0.26001414581593035,-1.292056157386273,-0.6852507728368968,-0.4225375913686669,1.086847749576308,0,0,6,1,2,5,1,0
T00066,2023-01-01,21:30:00,Metro,Route_7,Station_19,Station_30,21:30:00,21:53:00,0.5250109191009369,0.5004483675074825,0.09398727269440701,0.5551493851075652,1.6628042281073225,1.3908997243082437,-0.4225375913686669,-1.5826989334742028,0,0,6,1,1,0,1,0
T00067,2023-01-01,21:45:00,Bus,Route_14,Station_12,Station_41,21:48:00,22:40:00,-0.9550511864302865,-1.4951366159073791,-0.8296349315059496,-1.0680944309964262,-0.24916425662382757,-0.6506482645511446,2.8681254775824403,1.6344470691764128,0,1,6,0,0,5,1,0
T00068,2023-01-01,22:00:00,Metro,Route_20,Station_37,Station_25,22:01:00,22:44:00,-1.283953876548336,-0.4973441241999484,0.48609103862852066,-1.7075541161283017,-1.581748352042508,-1.3773009385519437,-0.4225375913686669,-0.8981997839740719,0,0,6,1,1,5,0,0
T00069,2023-01-01,22:15:00,Train,Route_17,Station_42,Station_14,22:15:00,22:37:00,-0.6261484963122369,0.6113141999194192,0.6952130471267148,-0.9205268113506089,1.6628042281073225,-0.8409620601227824,-0.29091106861062266,-0.04257584709890814,0,0,6,1,2,4,2,0
T00070,2023-01-01,22:30:00,Train,Route_12,Station_17,Station_35,22:34:00,22:58:00,1.1828162993370361,0.8330458647432927,-0.7076470932153364,0.9486630374964116,1.2572351555885937,-0.7544557894084015,-0.4225375913686669,0.7445981748262425,0,1,6,1,2,5,1,0
T00071,2023-01-01,22:45:00,Train,Route_16,Station_37,Station_48,22:47:00,23:26:00,-1.1195025314893112,1.165643361979103,0.8869082215833926,0.8502846243991999,-0.36504113448632153,1.6850210447371392,-0.29091106861062266,0.6761482598762294,0,0,6,1,2,0,1,0
T00072,2023-01-01,23:00:00,Bus,Route_12,Station_48,Station_34,23:03:00,23:42:00,0.1961082289828872,-0.7190757890238219,-1.0387569400041434,-0.2318779196701277,-1.581748352042508,0.6296445420216924,-0.4225375913686669,1.0526227921013014,0,0,6,1,0,2,1,0
T00073,2023-01-01,23:15:00,Train,Route_15,Station_39,Station_10,23:18:00,23:46:00,0.6894622641599617,1.7199725240387869,0.14626777481895561,1.2929874833366521,0.4460970105511361,1.5120085033083774,-0.4225375913686669,-1.6853738058992225,0,1,6,1,2,0,1,0
T00074,2023-01-01,23:30:00,Bus,Route_10,Station_28,Station_35,23:33:00,23:59:00,-1.4484052216073608,0.722180032331356,1.052463144977796,-1.363229670288061,-1.639686790973755,1.1832846745937298,-0.4225375913686669,-1.41157414609917,0,0,6,1,0,0,1,0
T00075,2023-01-01,23:45:00,Train,Route_7,Station_41,Station_11,23:47:00,00:38:00,0.1961082289828872,-1.4951366159073791,0.12012752375668131,-0.2810671262187335,0.2722816937573952,0.300920713307045,-0.4225375913686669,-1.6853738058992225,0,0,6,0,2,5,1,0
T00076,2023-01-02,00:00:00,Metro,Route_20,Station_35,Station_11,00:00:00,00:29:00,1.6761703345141106,1.3873750268029765,1.4097132428288774,1.4897443095310754,-0.7706102070050503,0.6296445420216924,-0.4225375913686669,0.29967372765115735,0,0,0,1,1,4,1,0
T00077,2023-01-02,00:15:00,Metro,Route_5,Station_47,Station_21,00:16:00,01:04:00,-0.1327944611351624,-0.053880794552201336,-1.5528485442288702,0.45677097201035355,-1.234117718455026,0.45663200059293063,0.23559502242155453,-0.2137006344739409,0,0,0,1,1,3,0,0
T00078,2023-01-02,00:30:00,Tram,Route_1,Station_48,Station_21,00:30:00,01:11:00,1.5117189894550858,0.5004483675074825,0.29439586417184294,-0.8713376048020031,0.33022013268864214,0.5950420337359401,-0.4225375913686669,-1.480024061049183,0,1,0,1,3,3,1,0
T00079,2023-01-02,00:45:00,Metro,Route_17,Station_18,Station_22,00:46:00,01:10:00,-0.6261484963122369,-1.3842707834954424,0.20726169396426214,0.45677097201035355,-0.4809180123488155,-0.7890582976941539,0.23559502242155453,0.23122381270114425,0,0,0,0,1,3,1,0
T00080,2023-01-02,01:00:00,Tram,Route_3,Station_14,Station_45,01:03:00,01:21:00,-0.6261484963122369,-0.16474662696413808,0.5470849577738272,-0.8221483982533973,0.040527938032407285,-0.287321927550745,-0.4225375913686669,-1.5142490185241897,0,1,0,1,3,0,1,0
T00081,2023-01-02,01:15:00,Metro,Route_13,Station_35,Station_7,01:15:00,02:04:00,0.360559574041912,-0.4973441241999484,1.148310732206135,1.588122722628287,1.4310504723823347,0.35282447573567366,-0.4225375913686669,1.6344470691764128,0,0,0,1,1,5,1,0
T00082,2023-01-02,01:30:00,Bus,Route_14,Station_44,Station_17,01:33:00,01:51:00,0.1961082289828872,0.9439116971552295,0.7736338003135373,0.7027170047533825,0.21434325482614822,-1.584915988266458,2.8681254775824403,1.2237475794763342,0,0,0,1,0,3,4,0
T00083,2023-01-02,01:45:00,Metro,Route_18,Station_41,Station_2,01:49:00,02:36:00,-1.4484052216073608,1.4982408592149132,1.0001826428532476,-0.5270131589617625,-0.36504113448632153,-0.02780311540760237,2.8681254775824403,0.7103732173512359,0,1,0,1,1,1,4,0
T00084,2023-01-02,02:00:00,Tram,Route_4,Station_7,Station_12,02:03:00,02:35:00,-1.283953876548336,0.6113141999194192,-0.7425007612983687,0.11244652617011293,1.7207426670385695,1.2697909453081107,-0.4225375913686669,-1.035099613874098,1,1,0,1,3,1,1,0
T00085,2023-01-02,02:15:00,Tram,Route_18,Station_41,Station_42,02:18:00,02:46:00,1.347267644396061,-0.6082099566118851,-0.40267749748880355,0.014068113072901326,-1.234117718455026,-0.010501861264725949,0.23559502242155453,1.5659971542263995,0,0,0,1,3,1,0,0
T00086,2023-01-02,02:30:00,Train,Route_5,Station_13,Station_18,02:31:00,02:50:00,0.5250109191009369,-0.38647829178801163,0.43381053650397233,1.588122722628287,0.9096045220011119,0.197113188449788,-0.4225375913686669,-0.1452507195239278,0,0,0,1,2,2,1,0
T00087,2023-01-02,02:45:00,Bus,Route_16,Station_18,Station_11,02:49:00,03:12:00,0.5250109191009369,0.05698503785973542,0.17240802588122991,0.9978522440450174,1.6048657891760756,-1.013974601551544,-0.4225375913686669,-1.719598763374229,0,1,0,1,0,5,1,0
T00088,2023-01-02,03:00:00,Metro,Route_1,Station_37,Station_16,03:03:00,03:32:00,1.5117189894550858,1.0547775295671662,1.5926950002647968,0.16163573271871873,0.735789205207371,1.0448746414507206,-0.4225375913686669,-1.343124231149157,0,0,0,1,1,0,1,0
T00089,2023-01-02,03:15:00,Train,Route_14,Station_13,Station_49,03:18:00,03:49:00,0.1961082289828872,1.165643361979103,-1.09975085914945,1.3421766898852578,-1.639686790973755,-0.4603344689795066,2.8681254775824403,0.8130480897762555,0,0,0,1,2,0,2,0
T00090,2023-01-02,03:30:00,Metro,Route_15,Station_36,Station_18,03:34:00,03:57:00,-0.46169715125321203,0.05698503785973542,-0.5246653357794168,-1.412418876836667,-0.5388564512800624,1.5985147740227583,2.8681254775824403,-0.11102576204892123,1,1,0,1,1,5,1,0
T00091,2023-01-02,03:45:00,Metro,Route_9,Station_31,Station_35,03:49:00,04:14:00,-0.2972458061941872,-0.16474662696413808,0.24211536204729434,1.096230657142229,0.21434325482614822,1.7369248071657672,-0.4225375913686669,1.46332228180138,0,0,0,1,1,4,1,0
T00092,2023-01-02,04:00:00,Train,Route_15,Station_2,Station_26,04:00:00,04:24:00,0.03165688392386241,-0.16474662696413808,1.270298570496748,1.1454198636908348,-0.1912258176925806,1.460104740879749,-0.29091106861062266,-1.6169238909492094,0,0,0,1,2,4,3,0
T00093,2023-01-02,04:15:00,Train,Route_17,Station_16,Station_16,04:16:00,04:53:00,0.360559574041912,-0.4973441241999484,1.4881339960157003,0.604338591656171,0.38815857161988915,-1.4119034468376963,0.23559502242155453,-0.5901751666990129,0,0,0,1,2,2,1,0
T00094,2023-01-02,04:30:00,Train,Route_4,Station_9,Station_6,04:34:00,05:27:00,-1.4484052216073608,1.2765091943910398,-0.5856592549247233,-1.5107972899338784,-1.3499945963175202,-0.5468407396938875,-0.4225375913686669,1.2237475794763342,0,1,0,1,2,5,1,0
T00095,2023-01-02,04:45:00,Train,Route_12,Station_9,Station_44,04:49:00,05:15:00,0.360559574041912,-0.9408074538476954,-1.517994876145838,0.014068113072901326,-0.4809180123488155,1.5639122657370055,-0.38963096067915587,-0.658625081649026,0,0,0,0,2,4,1,0
T00096,2023-01-02,05:00:00,Train,Route_5,Station_38,Station_43,05:02:00,05:39:00,0.360559574041912,0.9439116971552295,-0.2806896591981904,-0.5270131589617625,-1.523809913111261,1.0794771497364732,-0.4225375913686669,-1.6511488484242158,0,1,0,1,2,2,1,0
T00097,2023-01-02,05:15:00,Metro,Route_5,Station_11,Station_47,05:19:00,05:54:00,-0.6261484963122369,1.165643361979103,-0.37653724642652925,0.45677097201035355,-0.9444255237987913,1.4428034867368724,-0.4225375913686669,1.394872366851367,0,0,0,1,1,3,0,0
